rho,AB_exact_same_samples,AB_cov_fro_diff,offdiag_temporal_fro_real,offdiag_temporal_fro_shuffle,offdiag_temporal_fro_iid,empirical_trace_real,empirical_trace_shuffle,empirical_trace_iid,theory_rel_fro_error_real,theory_rel_fro_error_shuffle,theory_rel_fro_error_iid
0.0,true,8.006436900151693e-16,0.1221054530276988,0.1269096259830887,0.15143731533404928,13.71970863540404,15.087445426858999,17.2978060945876,0.275402782611582,0.07371499715827327,0.10782636985518822
0.75,true,8.389659814191457e-16,2.265590326584769,0.5322192625297899,0.6357297322726112,75.71859586349059,39.54128601938114,43.753758417639375,0.06150378624332959,0.1168382235511474,0.10967370146867833
